dataset_id,split,engine_id,cycle,rul_true,rul_true_raw,rul_pred,dataset_family,model_name,source_type,source_truth,source_predictions,prediction_artifact_kind,abs_error,residual,final_cycle,is_final_cycle
DS01,test,10,46,36.0,,41.482742,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.482742000000002,5.482742000000002,82,False
DS01,test,10,47,35.0,,34.04143,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.9585700000000017,-0.9585700000000017,82,False
DS01,test,10,48,34.0,,31.1923,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.8077000000000005,-2.8077000000000005,82,False
DS01,test,10,49,33.0,,28.65853,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.341470000000001,-4.341470000000001,82,False
DS01,test,10,50,32.0,,28.149118,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.8508819999999986,-3.8508819999999986,82,False
DS01,test,10,51,31.0,,27.969309,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.030691000000001,-3.030691000000001,82,False
DS01,test,10,52,30.0,,29.76628,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.2337200000000017,-0.2337200000000017,82,False
DS01,test,10,53,29.0,,28.726656,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.2733440000000016,-0.2733440000000016,82,False
DS01,test,10,54,28.0,,28.7013,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7012999999999998,0.7012999999999998,82,False
DS01,test,10,55,27.0,,26.504599,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.4954010000000011,-0.4954010000000011,82,False
DS01,test,10,56,26.0,,24.47023,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.5297699999999992,-1.5297699999999992,82,False
DS01,test,10,57,25.0,,25.79462,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7946199999999983,0.7946199999999983,82,False
DS01,test,10,58,24.0,,31.408382,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.408382,7.408382,82,False
DS01,test,10,59,23.0,,22.426626,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.5733740000000012,-0.5733740000000012,82,False
DS01,test,10,60,22.0,,21.220934,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7790660000000003,-0.7790660000000003,82,False
DS01,test,10,61,21.0,,20.467216,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.5327839999999995,-0.5327839999999995,82,False
DS01,test,10,62,20.0,,19.208258,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7917419999999993,-0.7917419999999993,82,False
DS01,test,10,63,19.0,,18.046867,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.9531330000000011,-0.9531330000000011,82,False
DS01,test,10,64,18.0,,16.822317,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.1776829999999983,-1.1776829999999983,82,False
DS01,test,10,65,17.0,,14.25993,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.7400699999999993,-2.7400699999999993,82,False
DS01,test,10,66,16.0,,17.178452,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.178452,1.178452,82,False
DS01,test,10,67,15.0,,13.35488,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.6451200000000004,-1.6451200000000004,82,False
DS01,test,10,68,14.0,,11.630008,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.369992,-2.369992,82,False
DS01,test,10,69,13.0,,12.243461,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7565390000000001,-0.7565390000000001,82,False
DS01,test,10,70,12.0,,12.883983,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.8839830000000006,0.8839830000000006,82,False
DS01,test,10,71,11.0,,11.887236,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.8872359999999997,0.8872359999999997,82,False
DS01,test,10,72,10.0,,9.367588,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.6324120000000004,-0.6324120000000004,82,False
DS01,test,10,73,9.0,,9.817397,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.8173969999999997,0.8173969999999997,82,False
DS01,test,10,74,8.0,,9.332523,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.3325230000000001,1.3325230000000001,82,False
DS01,test,10,75,7.0,,8.850754,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.8507540000000002,1.8507540000000002,82,False
DS01,test,10,76,6.0,,6.5553346,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.5553346000000001,0.5553346000000001,82,False
DS01,test,10,77,5.0,,6.4218764,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.4218764000000004,1.4218764000000004,82,False
DS01,test,10,78,4.0,,5.810781,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.8107810000000004,1.8107810000000004,82,False
DS01,test,10,79,3.0,,4.9512024,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.9512023999999997,1.9512023999999997,82,False
DS01,test,10,80,2.0,,4.5271726,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.5271726,2.5271726,82,False
DS01,test,10,81,1.0,,5.2608852,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.2608852,4.2608852,82,False
DS01,test,10,82,0.0,,3.8915055,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.8915055,3.8915055,82,True
DS02,test,11,1,58.0,,50.25087,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.749130000000001,-7.749130000000001,59,False
DS02,test,11,2,57.0,,44.625202,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.374797999999998,-12.374797999999998,59,False
DS02,test,11,3,56.0,,49.259987,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.740012999999998,-6.740012999999998,59,False
DS02,test,11,4,55.0,,43.37997,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,11.62003,-11.62003,59,False
DS02,test,11,5,54.0,,41.811863,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.188136999999998,-12.188136999999998,59,False
DS02,test,11,6,53.0,,47.556282,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.443717999999997,-5.443717999999997,59,False
DS02,test,11,7,52.0,,44.703434,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.2965659999999986,-7.2965659999999986,59,False
DS02,test,11,8,51.0,,45.161407,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.838593000000003,-5.838593000000003,59,False
DS02,test,11,9,50.0,,53.073124,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.073124,3.073124,59,False
DS02,test,11,10,49.0,,56.095978,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.095978000000002,7.095978000000002,59,False
DS02,test,11,11,48.0,,40.445667,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.554333,-7.554333,59,False
DS02,test,11,12,47.0,,51.57799,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.57799,4.57799,59,False
DS02,test,11,13,46.0,,45.136887,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.8631129999999985,-0.8631129999999985,59,False
DS02,test,11,14,45.0,,53.921574,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.921574,8.921574,59,False
DS02,test,11,15,44.0,,41.3187,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.6813000000000002,-2.6813000000000002,59,False
DS02,test,11,16,43.0,,53.341843,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,10.341842999999997,10.341842999999997,59,False
DS02,test,11,17,42.0,,57.51845,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,15.518450000000001,15.518450000000001,59,False
DS02,test,11,18,41.0,,43.855556,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.855556,2.855556,59,False
DS02,test,11,19,40.0,,51.914383,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,11.914383,11.914383,59,False
DS02,test,11,20,39.0,,45.820393,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.820393000000003,6.820393000000003,59,False
DS02,test,11,21,38.0,,40.321262,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.3212619999999973,2.3212619999999973,59,False
DS02,test,11,22,37.0,,42.68263,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.682630000000003,5.682630000000003,59,False
DS02,test,11,23,36.0,,39.477272,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.4772719999999993,3.4772719999999993,59,False
DS02,test,11,24,35.0,,43.47726,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.477260000000001,8.477260000000001,59,False
DS02,test,11,25,34.0,,43.863876,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.863875999999998,9.863875999999998,59,False
DS02,test,11,26,33.0,,47.104412,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,14.104412000000004,14.104412000000004,59,False
DS02,test,11,27,32.0,,37.498676,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.498676000000003,5.498676000000003,59,False
DS02,test,11,28,31.0,,34.51895,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.5189499999999967,3.5189499999999967,59,False
DS02,test,11,29,30.0,,42.06159,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.061590000000002,12.061590000000002,59,False
DS02,test,11,30,29.0,,54.961567,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,25.961567000000002,25.961567000000002,59,False
DS02,test,11,31,28.0,,41.872337,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,13.872337000000002,13.872337000000002,59,False
DS02,test,11,32,27.0,,35.551456,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.551456000000002,8.551456000000002,59,False
DS02,test,11,33,26.0,,33.17198,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.171979999999998,7.171979999999998,59,False
DS02,test,11,34,25.0,,34.405487,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.405487,9.405487,59,False
DS02,test,11,35,24.0,,31.731577,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.7315770000000015,7.7315770000000015,59,False
DS02,test,11,36,23.0,,32.327496,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.327495999999996,9.327495999999996,59,False
DS02,test,11,37,22.0,,28.883205,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.883205,6.883205,59,False
DS02,test,11,38,21.0,,29.931126,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.931125999999999,8.931125999999999,59,False
DS02,test,11,39,20.0,,29.286324,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.286324,9.286324,59,False
DS02,test,11,40,19.0,,28.557943,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.557943000000002,9.557943000000002,59,False
DS02,test,11,41,18.0,,29.452171,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,11.452171,11.452171,59,False
DS02,test,11,42,17.0,,24.809935,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.809934999999999,7.809934999999999,59,False
DS02,test,11,43,16.0,,22.665394,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.665393999999999,6.665393999999999,59,False
DS02,test,11,44,15.0,,19.5046,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.5046,4.5046,59,False
DS02,test,11,45,14.0,,23.827312,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.827312,9.827312,59,False
DS02,test,11,46,13.0,,17.610453,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.610453,4.610453,59,False
DS02,test,11,47,12.0,,16.816679,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.816679000000001,4.816679000000001,59,False
DS02,test,11,48,11.0,,17.730522,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.730522000000001,6.730522000000001,59,False
DS02,test,11,49,10.0,,13.237192,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.2371920000000003,3.2371920000000003,59,False
DS02,test,11,50,9.0,,12.439862,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.4398619999999998,3.4398619999999998,59,False
DS02,test,11,51,8.0,,10.357932,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.357932,2.357932,59,False
DS02,test,11,52,7.0,,8.320871,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.3208710000000004,1.3208710000000004,59,False
DS02,test,11,53,6.0,,8.517127,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS02/test_DS02_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS02_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.5171270000000003,2.5171270000000003,59,False
